"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch"
"LinearCombinationMatchingRule","bbe_29925","fdb_10348","0.0",
"LinearCombinationMatchingRule","bbe_8367","fdb_832","0.42",
"LinearCombinationMatchingRule","bbe_35724","fdb_10822","0.0",
"LinearCombinationMatchingRule","bbe_16971","fdb_5379","0.0",
"LinearCombinationMatchingRule","bbe_10117","fdb_5006","0.0",
"LinearCombinationMatchingRule","bbe_45823","fdb_15007","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_17118","fdb_11101","0.19999999999999998",
"LinearCombinationMatchingRule","bbe_30288","fdb_9563","0.0",
"LinearCombinationMatchingRule","bbe_51674","fdb_2547","NaN",
"LinearCombinationMatchingRule","bbe_10221","fdb_7402","0.0",
"LinearCombinationMatchingRule","bbe_20038","fdb_9793","0.0",
"LinearCombinationMatchingRule","bbe_30527","fdb_4289","0.0",
"LinearCombinationMatchingRule","bbe_15649","fdb_3052","0.0",
"LinearCombinationMatchingRule","bbe_45240","fdb_13616","0.0",
"LinearCombinationMatchingRule","bbe_16282","fdb_9243","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_141","fdb_5218","0.0",
"LinearCombinationMatchingRule","bbe_16841","fdb_11573","0.0",
"LinearCombinationMatchingRule","bbe_49508","fdb_2849","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_19177","fdb_8232","0.0",
"LinearCombinationMatchingRule","bbe_4959","fdb_11294","0.0",
"LinearCombinationMatchingRule","bbe_11444","fdb_6466","0.0",
"LinearCombinationMatchingRule","bbe_26789","fdb_4495","0.0",
"LinearCombinationMatchingRule","bbe_51030","fdb_16861","0.0",
"LinearCombinationMatchingRule","bbe_14421","fdb_10017","0.0",
"LinearCombinationMatchingRule","bbe_43122","fdb_16050","NaN",
"LinearCombinationMatchingRule","bbe_37771","fdb_15476","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_32090","fdb_610","0.0",
"LinearCombinationMatchingRule","bbe_26040","fdb_8286","NaN",
"LinearCombinationMatchingRule","bbe_33177","fdb_6432","0.0",
"LinearCombinationMatchingRule","bbe_26847","fdb_12085","0.0",
"LinearCombinationMatchingRule","bbe_18656","fdb_8797","0.0",
"LinearCombinationMatchingRule","bbe_7204","fdb_5111","0.0",
"LinearCombinationMatchingRule","bbe_11330","fdb_10728","0.0",
"LinearCombinationMatchingRule","bbe_25963","fdb_15975","0.0",
"LinearCombinationMatchingRule","bbe_18344","fdb_13096","0.0",
"LinearCombinationMatchingRule","bbe_16576","fdb_5032","0.3",
"LinearCombinationMatchingRule","bbe_80","fdb_12796","0.0",
"LinearCombinationMatchingRule","bbe_4779","fdb_15866","0.0",
"LinearCombinationMatchingRule","bbe_33778","fdb_176","0.19999999999999998",
"LinearCombinationMatchingRule","bbe_44113","fdb_3530","NaN",
"LinearCombinationMatchingRule","bbe_15833","fdb_2948","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_38339","fdb_6337","0.0",
"LinearCombinationMatchingRule","bbe_41335","fdb_2875","0.0",
"LinearCombinationMatchingRule","bbe_15968","fdb_1688","NaN",
"LinearCombinationMatchingRule","bbe_38672","fdb_10899","0.1076923076923077",
"LinearCombinationMatchingRule","bbe_7625","fdb_3386","0.0",
"LinearCombinationMatchingRule","bbe_29942","fdb_1026","0.0",
"LinearCombinationMatchingRule","bbe_50791","fdb_1580","0.0",
"LinearCombinationMatchingRule","bbe_10859","fdb_10921","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_32954","fdb_13639","0.0",
"LinearCombinationMatchingRule","bbe_754","fdb_13513","0.0",
"LinearCombinationMatchingRule","bbe_47514","fdb_8293","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_52237","fdb_16588","0.0",
"LinearCombinationMatchingRule","bbe_44484","fdb_11858","NaN",
"LinearCombinationMatchingRule","bbe_32418","fdb_12805","0.0",
"LinearCombinationMatchingRule","bbe_5399","fdb_9215","0.0",
"LinearCombinationMatchingRule","bbe_2222","fdb_10651","0.0",
"LinearCombinationMatchingRule","bbe_684","fdb_6844","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_15356","fdb_3483","0.0",
"LinearCombinationMatchingRule","bbe_2327","fdb_9547","0.13999999999999999",
"LinearCombinationMatchingRule","bbe_25359","fdb_5555","0.0",
"LinearCombinationMatchingRule","bbe_17729","fdb_12092","0.0",
"LinearCombinationMatchingRule","bbe_13449","fdb_12253","0.0",
"LinearCombinationMatchingRule","bbe_18657","fdb_11546","0.0",
"LinearCombinationMatchingRule","bbe_20531","fdb_10149","0.0",
"LinearCombinationMatchingRule","bbe_28052","fdb_12514","0.0",
"LinearCombinationMatchingRule","bbe_49839","fdb_14515","0.0",
"LinearCombinationMatchingRule","bbe_28787","fdb_4028","0.21",
"LinearCombinationMatchingRule","bbe_50287","fdb_3335","0.0",
"LinearCombinationMatchingRule","bbe_30925","fdb_2143","0.0",
"LinearCombinationMatchingRule","bbe_17870","fdb_11257","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_28311","fdb_14406","0.0",
"LinearCombinationMatchingRule","bbe_11240","fdb_1904","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_2004","fdb_10250","0.0",
"LinearCombinationMatchingRule","bbe_34351","fdb_137","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_25231","fdb_10913","0.1076923076923077",
"LinearCombinationMatchingRule","bbe_41341","fdb_7866","0.0",
"LinearCombinationMatchingRule","bbe_42717","fdb_9783","NaN",
"LinearCombinationMatchingRule","bbe_10452","fdb_12514","NaN",
"LinearCombinationMatchingRule","bbe_30429","fdb_1040","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_9332","fdb_12131","0.0",
"LinearCombinationMatchingRule","bbe_6376","fdb_14519","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_8265","fdb_7535","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_50121","fdb_14339","0.15555555555555553",
"LinearCombinationMatchingRule","bbe_12036","fdb_15947","0.95",
"LinearCombinationMatchingRule","bbe_13123","fdb_4983","0.175",
"LinearCombinationMatchingRule","bbe_17950","fdb_5911","0.0",
"LinearCombinationMatchingRule","bbe_37857","fdb_807","0.15555555555555553",
"LinearCombinationMatchingRule","bbe_9056","fdb_11740","0.07777777777777777",
"LinearCombinationMatchingRule","bbe_11548","fdb_7881","NaN",
"LinearCombinationMatchingRule","bbe_8361","fdb_6866","0.0",
"LinearCombinationMatchingRule","bbe_14774","fdb_2547","0.0",
"LinearCombinationMatchingRule","bbe_51341","fdb_2406","0.0",
"LinearCombinationMatchingRule","bbe_13287","fdb_1580","0.0",
"LinearCombinationMatchingRule","bbe_9554","fdb_8809","0.35",
"LinearCombinationMatchingRule","bbe_11310","fdb_14087","0.3",
"LinearCombinationMatchingRule","bbe_51835","fdb_7547","0.0",
"LinearCombinationMatchingRule","bbe_3684","fdb_3165","0.0",
"LinearCombinationMatchingRule","bbe_8501","fdb_6962","0.0",
"LinearCombinationMatchingRule","bbe_3175","fdb_3929","0.0",
"LinearCombinationMatchingRule","bbe_46941","fdb_8722","0.0",
"LinearCombinationMatchingRule","bbe_15127","fdb_14775","0.16153846153846155",
"LinearCombinationMatchingRule","bbe_19063","fdb_7360","0.0",
"LinearCombinationMatchingRule","bbe_23583","fdb_7483","0.13999999999999999",
"LinearCombinationMatchingRule","bbe_45671","fdb_8801","0.0",
"LinearCombinationMatchingRule","bbe_40187","fdb_10135","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_31876","fdb_5665","0.0",
"LinearCombinationMatchingRule","bbe_26040","fdb_13096","0.0",
"LinearCombinationMatchingRule","bbe_928","fdb_9558","0.0",
"LinearCombinationMatchingRule","bbe_46219","fdb_15243","0.0",
"LinearCombinationMatchingRule","bbe_7894","fdb_3441","0.26249999999999996",
"LinearCombinationMatchingRule","bbe_40291","fdb_16311","0.175",
"LinearCombinationMatchingRule","bbe_5994","fdb_735","0.175",
"LinearCombinationMatchingRule","bbe_2216","fdb_14600","0.0",
"LinearCombinationMatchingRule","bbe_37379","fdb_8144","0.0",
"LinearCombinationMatchingRule","bbe_47267","fdb_3428","0.0",
"LinearCombinationMatchingRule","bbe_8587","fdb_12410","0.19999999999999998",
"LinearCombinationMatchingRule","bbe_19987","fdb_6829","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_9523","fdb_2964","0.0",
"LinearCombinationMatchingRule","bbe_33478","fdb_7329","0.0",
"LinearCombinationMatchingRule","bbe_2201","fdb_4252","0.0",
"LinearCombinationMatchingRule","bbe_676","fdb_3787","NaN",
"LinearCombinationMatchingRule","bbe_43720","fdb_5577","0.0",
"LinearCombinationMatchingRule","bbe_23351","fdb_7741","0.13999999999999999",
"LinearCombinationMatchingRule","bbe_34461","fdb_11121","0.0",
"LinearCombinationMatchingRule","bbe_23848","fdb_12938","0.0",
"LinearCombinationMatchingRule","bbe_22138","fdb_10149","0.0",
"LinearCombinationMatchingRule","bbe_236","fdb_10853","0.19999999999999998",
"LinearCombinationMatchingRule","bbe_7204","fdb_1773","0.0",
"LinearCombinationMatchingRule","bbe_16494","fdb_10608","0.0",
"LinearCombinationMatchingRule","bbe_11182","fdb_8972","0.0",
"LinearCombinationMatchingRule","bbe_36729","fdb_5244","0.0",
"LinearCombinationMatchingRule","bbe_26675","fdb_13771","0.0",
"LinearCombinationMatchingRule","bbe_13406","fdb_15226","0.0",
"LinearCombinationMatchingRule","bbe_4162","fdb_11893","0.0",
"LinearCombinationMatchingRule","bbe_29825","fdb_13695","0.0",
"LinearCombinationMatchingRule","bbe_8031","fdb_11520","0.0",
"LinearCombinationMatchingRule","bbe_24266","fdb_12975","0.0",
"LinearCombinationMatchingRule","bbe_17601","fdb_11662","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_9203","fdb_13476","NaN",
"LinearCombinationMatchingRule","bbe_7048","fdb_2865","0.7",
"LinearCombinationMatchingRule","bbe_19062","fdb_9032","0.0",
"LinearCombinationMatchingRule","bbe_19892","fdb_4624","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_25517","fdb_48","0.0",
"LinearCombinationMatchingRule","bbe_43508","fdb_15648","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_11966","fdb_3676","0.0",
"LinearCombinationMatchingRule","bbe_5009","fdb_15417","0.0",
"LinearCombinationMatchingRule","bbe_4072","fdb_9699","0.0",
"LinearCombinationMatchingRule","bbe_34530","fdb_5393","0.42",
"LinearCombinationMatchingRule","bbe_13430","fdb_4987","0.0",
"LinearCombinationMatchingRule","bbe_43733","fdb_15761","0.0",
"LinearCombinationMatchingRule","bbe_7446","fdb_10175","0.0",
"LinearCombinationMatchingRule","bbe_26079","fdb_8186","0.0",
"LinearCombinationMatchingRule","bbe_16552","fdb_13018","0.7",
"LinearCombinationMatchingRule","bbe_15800","fdb_12076","0.0",
"LinearCombinationMatchingRule","bbe_19153","fdb_8783","0.35",
"LinearCombinationMatchingRule","bbe_30621","fdb_14232","0.0",
"LinearCombinationMatchingRule","bbe_50911","fdb_11753","0.0",
"LinearCombinationMatchingRule","bbe_29940","fdb_6014","0.0",
"LinearCombinationMatchingRule","bbe_1132","fdb_559","0.0",
"LinearCombinationMatchingRule","bbe_36222","fdb_13351","0.3",
"LinearCombinationMatchingRule","bbe_17912","fdb_9737","0.0",
"LinearCombinationMatchingRule","bbe_8943","fdb_3033","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_10596","fdb_1935","0.0",
"LinearCombinationMatchingRule","bbe_17227","fdb_8460","0.4431818181818182",
"LinearCombinationMatchingRule","bbe_47916","fdb_13407","0.0",
"LinearCombinationMatchingRule","bbe_793","fdb_1289","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_29309","fdb_2332","0.0",
"LinearCombinationMatchingRule","bbe_4400","fdb_1671","0.0",
"LinearCombinationMatchingRule","bbe_39921","fdb_12361","0.0",
"LinearCombinationMatchingRule","bbe_18460","fdb_8471","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_20537","fdb_12095","0.0",
"LinearCombinationMatchingRule","bbe_5802","fdb_2614","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_36163","fdb_12569","0.0",
"LinearCombinationMatchingRule","bbe_25293","fdb_12635","0.0",
"LinearCombinationMatchingRule","bbe_31453","fdb_16861","0.0",
"LinearCombinationMatchingRule","bbe_9297","fdb_8181","0.0",
"LinearCombinationMatchingRule","bbe_51716","fdb_16873","0.0",
"LinearCombinationMatchingRule","bbe_34217","fdb_7797","0.0",
"LinearCombinationMatchingRule","bbe_45861","fdb_14810","0.0",
"LinearCombinationMatchingRule","bbe_44853","fdb_11924","0.0",
"LinearCombinationMatchingRule","bbe_2227","fdb_14745","0.0",
"LinearCombinationMatchingRule","bbe_13230","fdb_10238","0.0608695652173913",
"LinearCombinationMatchingRule","bbe_25164","fdb_13842","0.0",
"LinearCombinationMatchingRule","bbe_32794","fdb_1121","NaN",
"LinearCombinationMatchingRule","bbe_20380","fdb_8919","0.0",
"LinearCombinationMatchingRule","bbe_30569","fdb_12117","0.0",
"LinearCombinationMatchingRule","bbe_13490","fdb_16747","0.11666666666666665",
"LinearCombinationMatchingRule","bbe_40372","fdb_13834","0.0",
"LinearCombinationMatchingRule","bbe_19779","fdb_9093","0.0",
"LinearCombinationMatchingRule","bbe_13558","fdb_16631","0.35",
"LinearCombinationMatchingRule","bbe_139","fdb_535","0.0",
"LinearCombinationMatchingRule","bbe_42204","fdb_8480","0.0",
"LinearCombinationMatchingRule","bbe_49454","fdb_16213","NaN",
"LinearCombinationMatchingRule","bbe_29557","fdb_2278","0.0",
"LinearCombinationMatchingRule","bbe_14897","fdb_11573","0.0",
"LinearCombinationMatchingRule","bbe_20559","fdb_6098","0.15555555555555553",
"LinearCombinationMatchingRule","bbe_10311","fdb_11536","0.0",
"LinearCombinationMatchingRule","bbe_22272","fdb_10337","0.0",
"LinearCombinationMatchingRule","bbe_15648","fdb_354","0.0",
"LinearCombinationMatchingRule","bbe_51786","fdb_14391","0.0",
"LinearCombinationMatchingRule","bbe_308","fdb_7911","0.0",
"LinearCombinationMatchingRule","bbe_6884","fdb_4087","0.0",
"LinearCombinationMatchingRule","bbe_38339","fdb_12796","0.0",
"LinearCombinationMatchingRule","bbe_48711","fdb_5361","0.09999999999999999",
"LinearCombinationMatchingRule","bbe_17741","fdb_3432","0.0",
"LinearCombinationMatchingRule","bbe_4521","fdb_8637","NaN",
"LinearCombinationMatchingRule","bbe_15066","fdb_5903","NaN",
"LinearCombinationMatchingRule","bbe_41953","fdb_9927","0.0",
"LinearCombinationMatchingRule","bbe_22442","fdb_2775","0.0",
"LinearCombinationMatchingRule","bbe_32660","fdb_3979","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_5060","fdb_16067","0.0",
"LinearCombinationMatchingRule","bbe_6569","fdb_5018","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_18344","fdb_8286","0.0",
"LinearCombinationMatchingRule","bbe_6409","fdb_9209","0.0",
"LinearCombinationMatchingRule","bbe_38336","fdb_13125","0.0",
"LinearCombinationMatchingRule","bbe_32409","fdb_14906","0.0",
"LinearCombinationMatchingRule","bbe_24661","fdb_4149","0.0",
"LinearCombinationMatchingRule","bbe_8211","fdb_16472","0.0",
"LinearCombinationMatchingRule","bbe_38562","fdb_1442","0.0",
"LinearCombinationMatchingRule","bbe_10139","fdb_4870","0.42",
"LinearCombinationMatchingRule","bbe_39433","fdb_14818","0.7",
"LinearCombinationMatchingRule","bbe_32525","fdb_7746","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_5148","fdb_9356","0.35",
"LinearCombinationMatchingRule","bbe_34550","fdb_12911","0.0",
"LinearCombinationMatchingRule","bbe_34622","fdb_7329","0.0",
"LinearCombinationMatchingRule","bbe_51217","fdb_7159","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_13578","fdb_4565","0.0",
"LinearCombinationMatchingRule","bbe_52022","fdb_8908","0.0",
"LinearCombinationMatchingRule","bbe_6690","fdb_6486","0.0",
"LinearCombinationMatchingRule","bbe_3393","fdb_8347","NaN",
"LinearCombinationMatchingRule","bbe_15761","fdb_6788","0.0",
"LinearCombinationMatchingRule","bbe_20296","fdb_5397","0.0",
"LinearCombinationMatchingRule","bbe_14075","fdb_7314","0.0",
"LinearCombinationMatchingRule","bbe_35779","fdb_1408","0.19999999999999998",
"LinearCombinationMatchingRule","bbe_27157","fdb_9662","0.7",
"LinearCombinationMatchingRule","bbe_20099","fdb_14762","0.0",
"LinearCombinationMatchingRule","bbe_31746","fdb_10293","0.35",
"LinearCombinationMatchingRule","bbe_33028","fdb_3483","0.0",
"LinearCombinationMatchingRule","bbe_14488","fdb_2388","0.7",
"LinearCombinationMatchingRule","bbe_11330","fdb_1820","0.0",
"LinearCombinationMatchingRule","bbe_21424","fdb_7195","NaN",
"LinearCombinationMatchingRule","bbe_1553","fdb_17091","0.0",
"LinearCombinationMatchingRule","bbe_47002","fdb_15216","0.09999999999999999",
"LinearCombinationMatchingRule","bbe_49592","fdb_12025","0.0",
"LinearCombinationMatchingRule","bbe_14918","fdb_9943","0.0",
"LinearCombinationMatchingRule","bbe_47461","fdb_11883","0.0",
"LinearCombinationMatchingRule","bbe_2244","fdb_5197","0.0",
"LinearCombinationMatchingRule","bbe_33561","fdb_13579","0.0",
"LinearCombinationMatchingRule","bbe_1043","fdb_13018","0.0",
"LinearCombinationMatchingRule","bbe_12743","fdb_7744","0.0",
"LinearCombinationMatchingRule","bbe_18348","fdb_3643","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_30349","fdb_1311","0.0",
"LinearCombinationMatchingRule","bbe_47864","fdb_10221","0.0",
"LinearCombinationMatchingRule","bbe_29677","fdb_12425","0.0",
"LinearCombinationMatchingRule","bbe_13445","fdb_6602","0.42",
"LinearCombinationMatchingRule","bbe_1838","fdb_12305","0.0",
"LinearCombinationMatchingRule","bbe_38001","fdb_1391","0.0",
"LinearCombinationMatchingRule","bbe_979","fdb_13918","0.0",
"LinearCombinationMatchingRule","bbe_38925","fdb_14009","0.0",
"LinearCombinationMatchingRule","bbe_6730","fdb_14703","0.0",
"LinearCombinationMatchingRule","bbe_40663","fdb_757","0.0",
"LinearCombinationMatchingRule","bbe_35815","fdb_13445","0.0",
"LinearCombinationMatchingRule","bbe_30092","fdb_468","0.09333333333333332",
"LinearCombinationMatchingRule","bbe_57","fdb_1329","0.0",
"LinearCombinationMatchingRule","bbe_46222","fdb_1167","0.0",
"LinearCombinationMatchingRule","bbe_36740","fdb_10609","0.0",
"LinearCombinationMatchingRule","bbe_44365","fdb_7094","0.09999999999999999",
"LinearCombinationMatchingRule","bbe_42176","fdb_8996","0.0",
"LinearCombinationMatchingRule","bbe_20042","fdb_17102","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_10648","fdb_11894","0.0",
"LinearCombinationMatchingRule","bbe_8050","fdb_10635","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_40486","fdb_1186","0.19999999999999998",
"LinearCombinationMatchingRule","bbe_8556","fdb_8421","0.0",
"LinearCombinationMatchingRule","bbe_14616","fdb_1442","0.0",
"LinearCombinationMatchingRule","bbe_17312","fdb_10401","0.0",
"LinearCombinationMatchingRule","bbe_24777","fdb_16719","0.0",
"LinearCombinationMatchingRule","bbe_11558","fdb_12644","0.0",
"LinearCombinationMatchingRule","bbe_3275","fdb_13477","NaN",
"LinearCombinationMatchingRule","bbe_37341","fdb_10668","0.0",
"LinearCombinationMatchingRule","bbe_35235","fdb_13336","NaN",
"LinearCombinationMatchingRule","bbe_19973","fdb_12967","0.0",
"LinearCombinationMatchingRule","bbe_44559","fdb_16860","NaN",
"LinearCombinationMatchingRule","bbe_31200","fdb_10186","0.0",
"LinearCombinationMatchingRule","bbe_37278","fdb_17259","0.0",
"LinearCombinationMatchingRule","bbe_5113","fdb_682","0.26249999999999996",
"LinearCombinationMatchingRule","bbe_21397","fdb_9359","0.19999999999999998",
"LinearCombinationMatchingRule","bbe_19628","fdb_13031","NaN",
"LinearCombinationMatchingRule","bbe_22003","fdb_15931","0.0",
"LinearCombinationMatchingRule","bbe_44175","fdb_4499","0.0",
"LinearCombinationMatchingRule","bbe_15805","fdb_15399","0.0",
"LinearCombinationMatchingRule","bbe_14918","fdb_10184","0.0",
"LinearCombinationMatchingRule","bbe_33028","fdb_7881","0.0",
"LinearCombinationMatchingRule","bbe_39529","fdb_3542","0.0",
"LinearCombinationMatchingRule","bbe_10400","fdb_16392","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_50291","fdb_12930","0.0",
"LinearCombinationMatchingRule","bbe_3860","fdb_507","0.0",
"LinearCombinationMatchingRule","bbe_12546","fdb_3863","0.95",
"LinearCombinationMatchingRule","bbe_381","fdb_7555","0.0",
"LinearCombinationMatchingRule","bbe_378","fdb_15439","0.0",
"LinearCombinationMatchingRule","bbe_47209","fdb_5685","0.0",
"LinearCombinationMatchingRule","bbe_35541","fdb_3541","0.13999999999999999",
"LinearCombinationMatchingRule","bbe_27559","fdb_7036","0.0",
"LinearCombinationMatchingRule","bbe_647","fdb_3373","0.0",
"LinearCombinationMatchingRule","bbe_29160","fdb_8435","0.0",
"LinearCombinationMatchingRule","bbe_46356","fdb_603","0.0",
"LinearCombinationMatchingRule","bbe_22644","fdb_16392","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_34295","fdb_11921","0.3",
"LinearCombinationMatchingRule","bbe_20088","fdb_13541","0.19999999999999998",
"LinearCombinationMatchingRule","bbe_14323","fdb_12796","0.0",
"LinearCombinationMatchingRule","bbe_12855","fdb_6462","0.0",
"LinearCombinationMatchingRule","bbe_28444","fdb_10329","0.0",
"LinearCombinationMatchingRule","bbe_2969","fdb_7824","0.0",
"LinearCombinationMatchingRule","bbe_27208","fdb_17238","0.0",
"LinearCombinationMatchingRule","bbe_47422","fdb_15931","0.0",
"LinearCombinationMatchingRule","bbe_49203","fdb_2538","0.0",
"LinearCombinationMatchingRule","bbe_49203","fdb_4957","0.0",
"LinearCombinationMatchingRule","bbe_22268","fdb_12095","0.0",
"LinearCombinationMatchingRule","bbe_32302","fdb_8250","0.0",
"LinearCombinationMatchingRule","bbe_32029","fdb_8932","0.0",
"LinearCombinationMatchingRule","bbe_39007","fdb_3889","0.0",
"LinearCombinationMatchingRule","bbe_7842","fdb_8513","0.08333333333333333",
"LinearCombinationMatchingRule","bbe_12333","fdb_6559","0.0",
"LinearCombinationMatchingRule","bbe_17803","fdb_16063","0.0",
"LinearCombinationMatchingRule","bbe_16997","fdb_630","0.0",
"LinearCombinationMatchingRule","bbe_1597","fdb_10128","0.12727272727272726",
"LinearCombinationMatchingRule","bbe_19612","fdb_12231","0.0",
"LinearCombinationMatchingRule","bbe_43034","fdb_15243","0.0",
"LinearCombinationMatchingRule","bbe_26111","fdb_7577","0.2333333333333333",
"LinearCombinationMatchingRule","bbe_1393","fdb_10181","0.0",
"LinearCombinationMatchingRule","bbe_52208","fdb_3329","0.0",
"LinearCombinationMatchingRule","bbe_15066","fdb_7481","0.0",
"LinearCombinationMatchingRule","bbe_15539","fdb_12773","0.13999999999999999",
"LinearCombinationMatchingRule","bbe_29382","fdb_13513","0.0",
"LinearCombinationMatchingRule","bbe_1186","fdb_9113","0.42",
